LABEL_INSTITUTION,Year,Percentile,School_ID,Predicted_Salary
Angelo State University,15,50,7,63919.4080952381
Texas A&M University - Commerce,1,50,386,42464.331699203576
Texas A&M University - Commerce,5,50,386,54530.63258910536
Texas A&M University - Commerce,10,50,386,61382.94508766236
Texas A&M University - Commerce,15,50,386,61382.94508766236
Grayson College,1,50,128,81137.8489078144
Grayson College,5,50,128,47903.482812770555
Grayson College,10,50,128,58138.44155555555
Grayson College,15,50,128,58138.44155555555
Lamar University,1,50,188,45916.16060639362
Lamar University,5,50,188,59380.35991305919
Lamar University,10,50,188,69229.97653282828
Lamar University,15,50,188,69229.97653282828
Laredo College,1,50,191,38255.89010714287
Laredo College,5,50,191,49175.6180952381
Laredo College,10,50,191,60587.02224603175
Laredo College,15,50,191,60587.02224603175
Midwestern State University,1,50,222,48663.23667648871
Midwestern State University,5,50,222,61394.45809054834
Midwestern State University,10,50,222,70524.4139484127
Midwestern State University,15,50,222,70524.4139484127
University of North Texas,1,50,460,41501.860834027095
University of North Texas,5,50,460,59057.90450324674
University of North Texas,10,50,460,70204.58002922077
University of North Texas,15,50,460,70204.58002922077
Odessa College,1,50,255,59695.38075838051
Odessa College,5,50,255,52609.430797979796
Odessa College,10,50,255,61962.271966089436
Odessa College,15,50,255,61962.271966089436
University of Texas Rio Grande Valley,1,50,486,43600.92688233988
University of Texas Rio Grande Valley,5,50,486,57363.3282907648
University of Texas Rio Grande Valley,10,50,486,63852.900142857136
University of Texas Rio Grande Valley,15,50,486,63852.900142857136
Sam Houston State University,1,50,330,41224.297422105665
Sam Houston State University,5,50,330,58334.63959299032
Sam Houston State University,10,50,330,68473.07678571428
Sam Houston State University,15,50,330,68473.07678571428
San Jacinto Community College District,1,50,331,41224.297422105665
San Jacinto Community College District,5,50,331,58334.63959299032
San Jacinto Community College District,10,50,331,68473.07678571428
San Jacinto Community College District,15,50,331,68473.07678571428
University Of Houston - Downtown,1,50,403,48944.22712429237
University Of Houston - Downtown,5,50,403,66268.42834379511
University Of Houston - Downtown,10,50,403,74886.07489421689
University Of Houston - Downtown,15,50,403,74886.07489421689
Texas State University,1,50,393,40301.34719448689
Texas State University,5,50,393,59578.60727056277
Texas State University,10,50,393,70119.42697619049
Texas State University,15,50,393,70119.42697619049
Stephen F Austin State University,1,50,377,40536.77100522517
Stephen F Austin State University,5,50,377,56551.102304195796
Stephen F Austin State University,10,50,377,65617.01511075036
Stephen F Austin State University,15,50,377,65617.01511075036
Sul Ross State University,1,50,378,35692.145837079595
Sul Ross State University,5,50,378,50837.91425865801
Sul Ross State University,10,50,378,59281.20803246754
Sul Ross State University,15,50,378,59281.20803246754
Prairie View Agricultural & Mechanical University,1,50,291,42184.15458036408
Prairie View Agricultural & Mechanical University,5,50,291,61966.066022893756
Prairie View Agricultural & Mechanical University,10,50,291,72701.84755086579
Prairie View Agricultural & Mechanical University,15,50,291,72701.84755086579
Tarleton State University,1,50,380,42518.41449134197
Tarleton State University,5,50,380,56960.44835092687
Tarleton State University,10,50,380,66120.28368290044
Tarleton State University,15,50,380,66120.28368290044
Texas A&M University,1,50,384,50962.85968897769
Texas A&M University,5,50,384,72144.31348046398
Texas A&M University,10,50,384,95343.6373401876
Texas A&M University,15,50,384,95343.6373401876
Texas A&M University - Kingsville,1,50,388,39915.72932676636
Texas A&M University - Kingsville,5,50,388,56784.08194907868
Texas A&M University - Kingsville,10,50,388,65664.19438461539
Texas A&M University - Kingsville,15,50,388,65664.19438461539
Texas Southern University,1,50,391,39065.44828541719
Texas Southern University,5,50,391,56339.50046694971
Texas Southern University,10,50,391,67587.3994992785
Texas Southern University,15,50,391,67587.3994992785
Texas Tech University,1,50,394,44977.14907341271
Texas Tech University,5,50,394,64532.68948340549
Texas Tech University,10,50,394,81551.42561904762
Texas Tech University,15,50,394,81551.42561904762
Texas Womans University,1,50,397,50652.282547914496
Texas Womans University,5,50,397,64418.4520079365
Texas Womans University,10,50,397,72830.97852380952
Texas Womans University,15,50,397,72830.97852380952
Tyler Junior College,1,50,402,55292.77258982683
Tyler Junior College,5,50,402,54296.778123931625
Tyler Junior College,10,50,402,70533.2841031746
Tyler Junior College,15,50,402,70533.2841031746
University of Houston,1,50,425,47116.539450382945
University of Houston,5,50,425,67388.2197598235
University of Houston,10,50,425,81773.09460317463
University of Houston,15,50,425,81773.09460317463
University of Texas at Arlington,1,50,488,60318.200835137075
University of Texas at Arlington,5,50,488,71346.15004781331
University of Texas at Arlington,10,50,488,82716.34432142855
University of Texas at Arlington,15,50,488,82716.34432142855
University of Texas - Austin,1,50,481,55291.11901179376
University of Texas - Austin,5,50,481,74298.21013178489
University of Texas - Austin,10,50,481,100530.0944126984
University of Texas - Austin,15,50,481,100530.0944126984
University of Texas Health Science Center at San Antonio,1,50,483,70617.8671477689
University of Texas Health Science Center at San Antonio,5,50,483,82306.53963492061
University of Texas Health Science Center at San Antonio,10,50,483,92771.52684126982
University of Texas Health Science Center at San Antonio,15,50,483,92771.52684126982
University of Texas at El Paso,1,50,490,47644.095958569225
University of Texas at El Paso,5,50,490,62268.167256965266
University of Texas at El Paso,10,50,490,68529.24491161616
University of Texas at El Paso,15,50,490,68529.24491161616
Weatherford College,1,50,529,34243.13765584416
Weatherford College,5,50,529,77029.69622222224
Weatherford College,10,50,529,120237.00197619053
Weatherford College,15,50,529,120237.00197619053
West Texas A&M University,1,50,531,43211.67986855956
West Texas A&M University,5,50,531,57979.550495671
West Texas A&M University,10,50,531,65858.69203968254
West Texas A&M University,15,50,531,65858.69203968254
Dixie State University,1,50,88,41976.56069444444
Dixie State University,5,50,88,57804.788539682544
Dixie State University,10,50,88,71198.59228571429
Dixie State University,15,50,88,71198.59228571429
University of Utah,1,50,494,43885.27828174604
University of Utah,5,50,494,63371.21654761906
University of Utah,10,50,494,82398.64546428573
University of Utah,15,50,494,82398.64546428573
Utah State University,1,50,514,40595.787965728705
Utah State University,5,50,514,60256.94345238094
Utah State University,10,50,514,78619.575
Utah State University,15,50,514,78619.575
Southern Utah University,1,50,353,36202.81953571428
Southern Utah University,5,50,353,53669.24289285714
Southern Utah University,10,50,353,66674.24109523809
Southern Utah University,15,50,353,66674.24109523809
Snow College,1,50,336,33976.49168253967
Snow College,5,50,336,44536.92711976913
Snow College,10,50,336,53603.229055555545
Snow College,15,50,336,53603.229055555545
Weber State University,1,50,530,48934.0761060606
Weber State University,5,50,530,63360.884994588756
Weber State University,10,50,530,79312.7803611111
Weber State University,15,50,530,79312.7803611111
Averett University,1,50,15,39763.00725949053
Averett University,5,50,15,52596.58683333334
Averett University,10,50,15,61584.6398553391
Averett University,15,50,15,61584.6398553391
Bluefield College,1,50,24,44679.08810392384
Bluefield College,5,50,24,53314.48597688424
Bluefield College,10,50,24,60093.355994588754
Bluefield College,15,50,24,60093.355994588754
Bridgewater College,1,50,28,35852.835161782656
Bridgewater College,5,50,28,51446.21067518592
Bridgewater College,10,50,28,62149.86037698412
Bridgewater College,15,50,28,62149.86037698412
College of William & Mary,1,50,66,44381.251402208916
College of William & Mary,5,50,66,65260.306623015895
College of William & Mary,10,50,66,91343.21783333336
College of William & Mary,15,50,66,91343.21783333336
Christopher Newport University,1,50,49,36448.86778119103
Christopher Newport University,5,50,49,55426.34640379067
Christopher Newport University,10,50,49,67441.76744841269
Christopher Newport University,15,50,49,67441.76744841269
Eastern Mennonite University,1,50,95,50534.92345998447
Eastern Mennonite University,5,50,95,58088.99438209011
Eastern Mennonite University,10,50,95,66373.06214682541
Eastern Mennonite University,15,50,95,66373.06214682541
Emory & Henry College,1,50,99,30276.2694383117
Emory & Henry College,5,50,99,47316.43599098126
Emory & Henry College,10,50,99,58453.33787778887
Emory & Henry College,15,50,99,58453.33787778887
Ferrum College,1,50,105,35464.448926715435
Ferrum College,5,50,105,47853.80939124763
Ferrum College,10,50,105,55381.91003787878
Ferrum College,15,50,105,55381.91003787878
Hampden Sydney College,1,50,132,41047.96169669219
Hampden Sydney College,5,50,132,62312.44815945166
Hampden Sydney College,10,50,132,89570.61022691202
Hampden Sydney College,15,50,132,89570.61022691202
Hampton University,1,50,133,39112.892566433555
Hampton University,5,50,133,58643.94808497058
Hampton University,10,50,133,75220.51955699855
Hampton University,15,50,133,75220.51955699855
Hollins University,1,50,136,31038.552289405052
Hollins University,5,50,136,42354.23341197691
Hollins University,10,50,136,55757.07554581529
Hollins University,15,50,136,55757.07554581529
Longwood University,1,50,198,37965.07840778666
Longwood University,5,50,198,51662.192464646454
Longwood University,10,50,198,59094.639591269835
Longwood University,15,50,198,59094.639591269835
University of Lynchburg,1,50,435,38177.32652256078
University of Lynchburg,5,50,435,53113.30688972138
University of Lynchburg,10,50,435,64461.5992579365
University of Lynchburg,15,50,435,64461.5992579365
James Madison University,1,50,183,42755.78259456917
James Madison University,5,50,183,66211.56621031744
James Madison University,10,50,183,83996.24591450216
James Madison University,15,50,183,83996.24591450216
Mary Baldwin University,1,50,211,35433.188003441
Mary Baldwin University,5,50,211,47317.50229329005
Mary Baldwin University,10,50,211,54283.02104617604
Mary Baldwin University,15,50,211,54283.02104617604
Marymount University,1,50,212,48243.85822108448
Marymount University,5,50,212,65550.3042705628
Marymount University,10,50,212,80829.44628571431
Marymount University,15,50,212,80829.44628571431
Old Dominion University,1,50,262,41150.43245969062
Old Dominion University,5,50,262,57739.63290404043
Old Dominion University,10,50,262,68549.1765952381
Old Dominion University,15,50,262,68549.1765952381
Radford University,1,50,300,38146.34301764903
Radford University,5,50,300,53912.52955194808
Radford University,10,50,300,64515.76917460317
Radford University,15,50,300,64515.76917460317
Randolph-Macon College,1,50,302,37213.78914543789
Randolph-Macon College,5,50,302,56168.903233516474
Randolph-Macon College,10,50,302,70175.22073412698
Randolph-Macon College,15,50,302,70175.22073412698
Randolph College,1,50,301,30686.238816905312
Randolph College,5,50,301,49473.17064163614
Randolph College,10,50,301,62243.25636904761
Randolph College,15,50,301,62243.25636904761
Virginia Commonwealth University,1,50,519,38632.70076265401
Virginia Commonwealth University,5,50,519,55592.85187426463
Virginia Commonwealth University,10,50,519,68703.08122979799
Virginia Commonwealth University,15,50,519,68703.08122979799
Roanoke College,1,50,305,36813.96194680319
Roanoke College,5,50,305,53930.295998307265
Roanoke College,10,50,305,69166.48946092794
Roanoke College,15,50,305,69166.48946092794
Shenandoah University,1,50,334,41883.09496355933
Shenandoah University,5,50,334,59619.24008225108
Shenandoah University,10,50,334,68672.0733845599
Shenandoah University,15,50,334,68672.0733845599
Southern Virginia University,1,50,354,32993.41525974027
Southern Virginia University,5,50,354,47672.53326587302
Southern Virginia University,10,50,354,60938.39807936507
Southern Virginia University,15,50,354,60938.39807936507
Sweet Briar College,1,50,379,32750.625886363625
Sweet Briar College,5,50,379,52198.67888691866
Sweet Briar College,10,50,379,61512.64665359641
Sweet Briar College,15,50,379,61512.64665359641
University of Richmond,1,50,469,53163.35418328892
University of Richmond,5,50,469,75275.3607128427
University of Richmond,10,50,469,107078.37837301582
University of Richmond,15,50,469,107078.37837301582
University of Virginia,1,50,495,57198.46986013986
University of Virginia,5,50,495,74932.65571822623
University of Virginia,10,50,495,109129.30555916304
University of Virginia,15,50,495,109129.30555916304
University of Mary Washington,1,50,441,37713.05143728495
University of Mary Washington,5,50,441,57973.826107142864
University of Mary Washington,10,50,441,74767.25817857143
University of Mary Washington,15,50,441,74767.25817857143
University of Virginia's College at Wise (The),1,50,496,34361.449029148964
University of Virginia's College at Wise (The),5,50,496,48521.79469588744
University of Virginia's College at Wise (The),10,50,496,54540.640454906184
University of Virginia's College at Wise (The),15,50,496,54540.640454906184
George Mason University,1,50,116,47957.94913467089
George Mason University,5,50,116,70252.04941269843
George Mason University,10,50,116,89870.78590476188
George Mason University,15,50,116,89870.78590476188
Virginia Intermont College,1,50,520,30871.9030595238
Virginia Intermont College,5,50,520,41478.50016630592
Virginia Intermont College,10,50,520,47916.381290293044
Virginia Intermont College,15,50,520,47916.381290293044
Virginia Military Institute,1,50,521,50499.6637131757
Virginia Military Institute,5,50,521,72901.83598809525
Virginia Military Institute,10,50,521,98187.13401190475
Virginia Military Institute,15,50,521,98187.13401190475
Virginia Polytechnic Institute & State University,1,50,522,52063.771855574974
Virginia Polytechnic Institute & State University,5,50,522,73258.66955869131
Virginia Polytechnic Institute & State University,10,50,522,95871.43612770565
Virginia Polytechnic Institute & State University,15,50,522,95871.43612770565
Virginia State University,1,50,523,34171.880650734485
Virginia State University,5,50,523,49322.49594264068
Virginia State University,10,50,523,58775.01206782109
Virginia State University,15,50,523,58775.01206782109
Norfolk State University,1,50,244,34774.151034104776
Norfolk State University,5,50,244,49534.338551226545
Norfolk State University,10,50,244,60217.03840728716
Norfolk State University,15,50,244,60217.03840728716
Virginia Union University,1,50,524,32831.60167177267
Virginia Union University,5,50,524,46150.147301587305
Virginia Union University,10,50,524,58382.14374603177
Virginia Union University,15,50,524,58382.14374603177
Virginia Wesleyan University,1,50,525,35631.808656541165
Virginia Wesleyan University,5,50,525,50539.794162698425
Virginia Wesleyan University,10,50,525,59742.199550865815
Virginia Wesleyan University,15,50,525,59742.199550865815
Washington and Lee University,1,50,528,34243.13765584416
Washington and Lee University,5,50,528,76800.43900000001
Washington and Lee University,10,50,528,119895.26197619055
Washington and Lee University,15,50,528,119895.26197619055
Bluefield State University,1,50,25,40624.122426795424
Bluefield State University,5,50,25,50341.9576010101
Bluefield State University,10,50,25,57032.52942099566
Bluefield State University,15,50,25,57032.52942099566
Concord University,1,50,78,33114.43966991342
Concord University,5,50,78,45278.67505086579
Concord University,10,50,78,53675.14331746031
Concord University,15,50,78,53675.14331746031
Fairmont State University,1,50,103,35230.079213369965
Fairmont State University,5,50,103,49300.19054148629
Fairmont State University,10,50,103,57930.81746825396
Fairmont State University,15,50,103,57930.81746825396
Marshall University,1,50,209,35313.39557814408
Marshall University,5,50,209,49773.05600385724
Marshall University,10,50,209,61033.5829920635
Marshall University,15,50,209,61033.5829920635
West Virginia University,1,50,532,40498.6171084055
West Virginia University,5,50,532,60883.940670274154
West Virginia University,10,50,532,77498.21284126985
West Virginia University,15,50,532,77498.21284126985
West Virginia University - Institute of Technology,1,50,533,49899.30566594517
West Virginia University - Institute of Technology,5,50,533,67541.64236291488
West Virginia University - Institute of Technology,10,50,533,81408.94642135645
West Virginia University - Institute of Technology,15,50,533,81408.94642135645
West Virginia University - Potomac State College,1,50,535,31313.644162698427
West Virginia University - Potomac State College,5,50,535,43380.94319047619
West Virginia University - Potomac State College,10,50,535,54524.020777777776
West Virginia University - Potomac State College,15,50,535,54524.020777777776
West Virginia University - Parkersburg,1,50,534,35762.92755289155
West Virginia University - Parkersburg,5,50,534,48362.70787362638
West Virginia University - Parkersburg,10,50,534,54723.43816117218
West Virginia University - Parkersburg,15,50,534,54723.43816117218
University of Wisconsin - Madison,1,50,501,44729.295960269264
University of Wisconsin - Madison,5,50,501,65810.03882756132
University of Wisconsin - Madison,10,50,501,87921.68245562771
University of Wisconsin - Madison,15,50,501,87921.68245562771
University of Wisconsin - Milwaukee,1,50,502,41668.289080058814
University of Wisconsin - Milwaukee,5,50,502,57820.48537576313
University of Wisconsin - Milwaukee,10,50,502,70765.53317893218
University of Wisconsin - Milwaukee,15,50,502,70765.53317893218
University of Wisconsin Colleges,1,50,511,40705.91437595738
University of Wisconsin Colleges,5,50,511,54876.77232786657
University of Wisconsin Colleges,10,50,511,66528.48028052501
University of Wisconsin Colleges,15,50,511,66528.48028052501
University of Wisconsin - Green Bay,1,50,499,37947.28396279455
University of Wisconsin - Green Bay,5,50,499,50677.913626984126
University of Wisconsin - Green Bay,10,50,499,60114.926757936526
University of Wisconsin - Green Bay,15,50,499,60114.926757936526
University of Wisconsin - Stout,1,50,508,44593.911590159834
University of Wisconsin - Stout,5,50,508,58699.97044189143
University of Wisconsin - Stout,10,50,508,70300.52896825396
University of Wisconsin - Stout,15,50,508,70300.52896825396
University of Wisconsin - Eau Claire,1,50,498,40598.74088450437
University of Wisconsin - Eau Claire,5,50,498,57188.19987662336
University of Wisconsin - Eau Claire,10,50,498,69767.27048809525
University of Wisconsin - Eau Claire,15,50,498,69767.27048809525
University of Wisconsin - LaCrosse,1,50,500,38306.319726911956
University of Wisconsin - LaCrosse,5,50,500,56192.10379528804
University of Wisconsin - LaCrosse,10,50,500,68470.46712409813
University of Wisconsin - LaCrosse,15,50,500,68470.46712409813
University of Wisconsin - Oshkosh,1,50,503,41603.9128997114
University of Wisconsin - Oshkosh,5,50,503,54673.23266425243
University of Wisconsin - Oshkosh,10,50,503,64730.863033882786
University of Wisconsin - Oshkosh,15,50,503,64730.863033882786
University of Wisconsin - Platteville,1,50,505,47983.03881682209
University of Wisconsin - Platteville,5,50,505,62266.21735569987
University of Wisconsin - Platteville,10,50,505,74942.16542857143
University of Wisconsin - Platteville,15,50,505,74942.16542857143
University of Wisconsin - River Falls,1,50,506,37832.867660769785
University of Wisconsin - River Falls,5,50,506,53161.693944777435
University of Wisconsin - River Falls,10,50,506,65274.136822871595
University of Wisconsin - River Falls,15,50,506,65274.136822871595
University of Wisconsin - Stevens Point,1,50,507,34690.28880200355
University of Wisconsin - Stevens Point,5,50,507,50284.998752885986
University of Wisconsin - Stevens Point,10,50,507,59745.53070238096
University of Wisconsin - Stevens Point,15,50,507,59745.53070238096
University of Wisconsin - Superior,1,50,509,35035.178226773234
University of Wisconsin - Superior,5,50,509,48899.37882425907
University of Wisconsin - Superior,10,50,509,58699.49946392494
University of Wisconsin - Superior,15,50,509,58699.49946392494
University of Wisconsin - Whitewater,1,50,510,38771.23837948164
University of Wisconsin - Whitewater,5,50,510,54785.7156611999
University of Wisconsin - Whitewater,10,50,510,66422.586280525
University of Wisconsin - Whitewater,15,50,510,66422.586280525
University of Wyoming,1,50,512,43141.995861111114
University of Wyoming,5,50,512,59192.03981349207
University of Wyoming,10,50,512,69243.34614285713
University of Wyoming,15,50,512,69243.34614285713
Dalton State College,1,50,86,42659.46466050616
Dalton State College,5,50,86,52454.34100613277
Dalton State College,10,50,86,63518.16305555554
Dalton State College,15,50,86,63518.16305555554
University of Minnesota - Twin Cities,1,50,450,43745.15465842492
University of Minnesota - Twin Cities,5,50,450,64570.3494047619
University of Minnesota - Twin Cities,10,50,450,85078.87686904761
University of Minnesota - Twin Cities,15,50,450,85078.87686904761
University of Minnesota - Rochester,1,50,449,43106.87478607504
University of Minnesota - Rochester,5,50,449,68429.83094444443
University of Minnesota - Rochester,10,50,449,68617.74196428571
University of Minnesota - Rochester,15,50,449,68617.74196428571
Greenville Technical College,1,50,129,82326.37
Greenville Technical College,5,50,129,60090.751535714284
Greenville Technical College,10,50,129,76335.15642857144
Greenville Technical College,15,50,129,76335.15642857144
Utah Valley University,1,50,515,44867.366178571436
Utah Valley University,5,50,515,63325.54490800866
Utah Valley University,10,50,515,81450.52472222222
Utah Valley University,15,50,515,81450.52472222222
National American University - Indianapolis,1,50,239,29136.05809894273
National American University - Indianapolis,5,50,239,37196.71996176045
National American University - Indianapolis,10,50,239,42519.78917857143
National American University - Indianapolis,15,50,239,42519.78917857143
University of Minnesota - Crookston,1,50,448,46513.48157770008
University of Minnesota - Crookston,5,50,448,58602.68625396825
University of Minnesota - Crookston,10,50,448,68345.60529761904
University of Minnesota - Crookston,15,50,448,68345.60529761904
Colorado Mountain College,1,50,69,43017.24716838716
Colorado Mountain College,5,50,69,50023.206476190484
Colorado Mountain College,10,50,69,62380.76368795095
Colorado Mountain College,15,50,69,62380.76368795095
University of Colorado Denver,1,50,417,43708.991982166524
University of Colorado Denver,5,50,417,59529.010941197674
University of Colorado Denver,10,50,417,75433.08562698416
University of Colorado Denver,15,50,417,75433.08562698416
University of Colorado Colorado Springs,1,50,416,40307.2970096606
University of Colorado Colorado Springs,5,50,416,54994.38750341326
University of Colorado Colorado Springs,10,50,416,68906.95574242424
University of Colorado Colorado Springs,15,50,416,68906.95574242424
International Business College,1,50,181,33512.608038961036
International Business College,5,50,181,58831.87715476193
International Business College,10,50,181,70355.75546428568
International Business College,15,50,181,70355.75546428568
CUNY York College,1,50,40,44500.445817654574
CUNY York College,5,50,40,60959.51571717171
CUNY York College,10,50,40,73656.1448946609
CUNY York College,15,50,40,73656.1448946609
CUNY Graduate School & University Center,1,50,34,59615.063445582215
CUNY Graduate School & University Center,5,50,34,68499.13681926407
CUNY Graduate School & University Center,10,50,34,78533.74825396825
CUNY Graduate School & University Center,15,50,34,78533.74825396825
Clark State College,1,50,55,37327.85307142858
Clark State College,5,50,55,55229.300210317466
Clark State College,10,50,55,67287.54305375183
Clark State College,15,50,55,67287.54305375183
Texas A&M University System Health Science Center,1,50,389,70046.02926977187
Texas A&M University System Health Science Center,5,50,389,75308.17340320791
Texas A&M University System Health Science Center,10,50,389,76366.46309956709
Texas A&M University System Health Science Center,15,50,389,76366.46309956709
University of Texas Health Science Center at Houston,1,50,482,78246.54179711138
University of Texas Health Science Center at Houston,5,50,482,89570.80390043292
University of Texas Health Science Center at Houston,10,50,482,103829.16956837608
University of Texas Health Science Center at Houston,15,50,482,103829.16956837608
University of Texas Medical Branch at Galveston,1,50,485,77409.03664445276
University of Texas Medical Branch at Galveston,5,50,485,90531.285063492
University of Texas Medical Branch at Galveston,10,50,485,103357.12348484849
University of Texas Medical Branch at Galveston,15,50,485,103357.12348484849
Galveston College,1,50,115,39005.726641122776
Galveston College,5,50,115,59383.3873791209
Galveston College,10,50,115,79931.22619083695
Galveston College,15,50,115,79931.22619083695
University of Wisconsin - Parkside,1,50,504,37394.89222566323
University of Wisconsin - Parkside,5,50,504,53405.787035714275
University of Wisconsin - Parkside,10,50,504,64937.85719083692
University of Wisconsin - Parkside,15,50,504,64937.85719083692
North Central State College,1,50,245,34774.151034104776
North Central State College,5,50,245,49534.338551226545
North Central State College,10,50,245,60217.03840728716
North Central State College,15,50,245,60217.03840728716
Saint Francis Medical Center College of Nursing,1,50,325,58232.082658369414
Saint Francis Medical Center College of Nursing,5,50,325,65284.54652380952
Saint Francis Medical Center College of Nursing,10,50,325,78562.5051525974
Saint Francis Medical Center College of Nursing,15,50,325,78562.5051525974
Chamberlain University - Indianapolis,1,50,45,60450.25195360196
Chamberlain University - Indianapolis,5,50,45,44157.38927561327
Chamberlain University - Indianapolis,10,50,45,51743.61662518037
Chamberlain University - Indianapolis,15,50,45,51743.61662518037
Jefferson College of Health Sciences,1,50,184,66874.08618919966
Jefferson College of Health Sciences,5,50,184,83898.79873665224
Jefferson College of Health Sciences,10,50,184,97587.92645959597
Jefferson College of Health Sciences,15,50,184,97587.92645959597
University of Maine - Augusta,1,50,437,36934.42022649572
University of Maine - Augusta,5,50,437,43984.144135281385
University of Maine - Augusta,10,50,437,48591.78318253968
University of Maine - Augusta,15,50,437,48591.78318253968
SUNY College at Purchase,1,50,313,33750.62254306804
SUNY College at Purchase,5,50,313,51135.27753318903
SUNY College at Purchase,10,50,313,66284.19183766234
SUNY College at Purchase,15,50,313,66284.19183766234
University of South Carolina Upstate,1,50,476,40860.22846048395
University of South Carolina Upstate,5,50,476,50297.53499622599
University of South Carolina Upstate,10,50,476,59656.884769119766
University of South Carolina Upstate,15,50,476,59656.884769119766
CUNY Lehman College,1,50,37,46221.783814352304
CUNY Lehman College,5,50,37,63437.30417593519
CUNY Lehman College,10,50,37,74742.30259432236
CUNY Lehman College,15,50,37,74742.30259432236
SUNY College at Old Westbury,1,50,312,39459.19990675663
SUNY College at Old Westbury,5,50,312,60201.39645165946
SUNY College at Old Westbury,10,50,312,75418.03455880229
SUNY College at Old Westbury,15,50,312,75418.03455880229
Holy Cross College,1,50,137,33995.56913383839
Holy Cross College,5,50,137,46608.18516666666
Holy Cross College,10,50,137,55757.07554581529
Holy Cross College,15,50,137,55757.07554581529
CUNY Bernard M. Baruch College,1,50,32,49422.09597924298
CUNY Bernard M. Baruch College,5,50,32,75076.11316214343
CUNY Bernard M. Baruch College,10,50,32,95429.32130663781
CUNY Bernard M. Baruch College,15,50,32,95429.32130663781
Brazosport College,1,50,27,79602.8083914974
Brazosport College,5,50,27,106231.97809126985
Brazosport College,10,50,27,123011.03280952381
Brazosport College,15,50,27,123011.03280952381
Front Range Community College-Westminster Campus,1,50,113,39005.726641122776
Front Range Community College-Westminster Campus,5,50,113,59383.3873791209
Front Range Community College-Westminster Campus,10,50,113,79931.22619083695
Front Range Community College-Westminster Campus,15,50,113,79931.22619083695
Louisiana State University Health Sciences Center in Shreveport,1,50,202,67127.6488279776
Louisiana State University Health Sciences Center in Shreveport,5,50,202,85965.7161523199
Louisiana State University Health Sciences Center in Shreveport,10,50,202,98500.44908333335
Louisiana State University Health Sciences Center in Shreveport,15,50,202,98500.44908333335
Pikes Peak Community College,1,50,289,43300.984259157514
Pikes Peak Community College,5,50,289,56594.74334798535
Pikes Peak Community College,10,50,289,71386.38167748917
Pikes Peak Community College,15,50,289,71386.38167748917
Clayton State University,1,50,56,43963.89885209234
Clayton State University,5,50,56,56374.23555916306
Clayton State University,10,50,56,67287.54305375183
Clayton State University,15,50,56,67287.54305375183
Bethel University,1,50,21,49215.797579725826
Bethel University,5,50,21,64050.61200324676
Bethel University,10,50,21,80267.84499999999
Bethel University,15,50,21,80267.84499999999
Francis Marion University,1,50,110,34840.99558313907
Francis Marion University,5,50,110,46153.798053210674
Francis Marion University,10,50,110,55681.599903318885
Francis Marion University,15,50,110,55681.599903318885
University of Illinois at Springfield,1,50,430,41189.25031313131
University of Illinois at Springfield,5,50,430,54967.82022366523
University of Illinois at Springfield,10,50,430,67049.2805
University of Illinois at Springfield,15,50,430,67049.2805
Georgia Highlands College,1,50,119,68171.12869444444
Georgia Highlands College,5,50,119,79815.06135714285
Georgia Highlands College,10,50,119,69020.16583333332
Georgia Highlands College,15,50,119,69020.16583333332
Community College of Denver,1,50,77,68620.95031746032
Community College of Denver,5,50,77,51047.90950946275
Community College of Denver,10,50,77,61618.91173953826
Community College of Denver,15,50,77,61618.91173953826
Red Rocks Community College,1,50,303,37213.78914543789
Red Rocks Community College,5,50,303,56168.903233516474
Red Rocks Community College,10,50,303,70183.96073412697
Red Rocks Community College,15,50,303,70183.96073412697
Oklahoma State University - Oklahoma City,1,50,260,70082.66004761905
Oklahoma State University - Oklahoma City,5,50,260,79434.92899999999
Oklahoma State University - Oklahoma City,10,50,260,76252.21333333333
Oklahoma State University - Oklahoma City,15,50,260,76252.21333333333
Texas A&M International University,1,50,383,39230.60995200634
Texas A&M International University,5,50,383,56216.468856782085
Texas A&M International University,10,50,383,64239.704384920624
Texas A&M International University,15,50,383,64239.704384920624
University of Texas at Dallas,1,50,489,53274.530578726815
University of Texas at Dallas,5,50,489,71593.3202621545
University of Texas at Dallas,10,50,489,89284.8500609668
University of Texas at Dallas,15,50,489,89284.8500609668
University of North Texas Health Science Center at Fort Worth,1,50,461,41501.860834027095
University of North Texas Health Science Center at Fort Worth,5,50,461,59057.90450324674
University of North Texas Health Science Center at Fort Worth,10,50,461,70204.58002922077
University of North Texas Health Science Center at Fort Worth,15,50,461,70204.58002922077
Midland College,1,50,221,60678.41425549449
Midland College,5,50,221,76519.96032034633
Midland College,10,50,221,98789.04536904761
Midland College,15,50,221,98789.04536904761
University of Texas of the Permian Basin,1,50,493,49381.48094001749
University of Texas of the Permian Basin,5,50,493,58148.91680411255
University of Texas of the Permian Basin,10,50,493,65164.915007936535
University of Texas of the Permian Basin,15,50,493,65164.915007936535
Shawnee State University,1,50,333,36923.36796997447
Shawnee State University,5,50,333,49589.21785989011
Shawnee State University,10,50,333,61804.77292352091
Shawnee State University,15,50,333,61804.77292352091
Morgan Community College,1,50,237,64295.20855558331
Morgan Community College,5,50,237,80781.89416239319
Morgan Community College,10,50,237,97522.8166583694
Morgan Community College,15,50,237,97522.8166583694
Saint Anthony College of Nursing,1,50,323,64201.30369769119
